Length (major axis),Width (minor axis),Thickness (depth),Area,Perimeter,Roundness,Solidity,Compactness,Aspect Ratio,Eccentricity,Extent,Convex hull(convex area),Type
0.0578967125,-0.344796825,1.0877234245,-0.7311278346,-1.0966413086,0.7394729239,0.7889717962,-0.8129268256,-0.4236113098,-0.418013475,0.6277613058,-0.7757223819,2
-0.2415837967,-0.2814940137,-0.019075865,-0.9395928394,-1.1179189661,-0.4519967882,0.041974643,-0.5388914754,1.1276041032,0.5010607386,0.3191896572,-0.949812896,0
-0.4236243454,0.06371492,0.2902320559,-0.1552424414,0.0787737187,-0.3646035531,0.1433005738,-0.0067908341,-0.6996289801,-0.8080981714,0.2373216345,-0.1639355244,1
-1.1824007968,-2.9712122477,-1.2382583629,-1.3911012473,-1.7575339232,-0.9626009214,0.5755982287,-0.7391431058,3.4290747829,3.3050866222,0.562952221,-1.4177300243,0
0.0154946639,0.0229357931,0.1726439671,-0.062163696,-0.010606397,-0.8512264262,0.2924141994,-0.1304938757,-0.6624360842,-0.5873178903,0.8663896544,-0.0810324409,2
0.7449184329,1.1110243817,0.7507027196,1.8907555706,1.0371781527,1.2972082557,0.5564068888,-0.4601794896,-0.5985996248,-0.4765243332,0.2422471795,1.8292474075,1
-0.0144566243,1.484216661,0.1868721464,0.0400515467,0.1914540394,-0.6094018782,0.0293836164,-0.0066126316,0.0553982624,0.1123987805,-0.3528918258,0.0403452849,1
-0.3198324414,0.3580267165,0.2151133768,-0.828537457,-1.1453300172,0.6095349959,0.7961493657,-0.7763096158,-0.4621792677,-0.4029119172,0.1058733009,-0.8735088602,1
0.4338008192,1.4564977324,1.3425454615,0.488819337,1.5165602678,-0.4411489744,-0.430945329,1.3113193625,-0.4564728652,-0.3835592532,-0.2544832059,0.5331765427,1
-0.6885249168,0.3636900074,0.5385359994,-0.2378815251,-0.45992829,0.1540302051,0.8090646693,-0.5346706416,-0.1683307384,0.0399480671,1.0450010982,-0.2924286434,2
-0.7501661499,-0.87536861,-0.5848807968,0.1812031227,0.1215089387,1.1679858518,-0.284697046,-0.1851565425,-0.3583114849,-0.1717755831,-0.0460935587,0.2114884951,1
2.4389329924,-0.0138307519,-0.1022222619,0.566987656,1.138239862,-1.8864054927,0.2112745921,0.662493353,1.2866729993,1.3786527305,1.2923064073,0.5556782681,0
0.1682745391,0.5046168545,-0.0205587543,1.1814258394,0.5558148502,1.2296575041,0.465480493,-0.4960185498,-0.7061948304,-0.6511450585,0.447309838,1.1384978591,2
-0.3718061409,-1.384055067,-0.3927577879,0.0715774996,-0.1332045031,-0.0807986261,0.686474885,-0.4170535597,1.908278433,1.9314933826,0.5172649919,0.0164076936,2
0.6490699367,0.2578611297,-0.2559762218,0.2393622479,0.4493198592,-1.0230355945,0.0688745667,0.1051018258,0.3121316928,0.4534085493,0.3807058296,0.2399942545,0
-1.5668384457,-0.5651117674,-0.9702126107,-0.8196116866,-0.8081010008,-0.1979764956,0.1262629816,-0.2362802109,-1.1315707214,-1.3416201835,-0.9383866037,-0.8343935723,2
-0.3425259105,-0.2855340686,-0.3881228339,-0.3542309205,-0.307158913,-0.8719966498,0.6845601454,-0.1944033815,-0.3784051878,-0.2674504629,0.9688421856,-0.4012145348,2
1.6748352982,0.9207536415,1.1333174042,0.5319001988,1.4013047363,-1.7715967868,-0.8875648847,1.140496737,3.3617604956,2.6926635055,-0.1248772179,0.647022869,0
0.0982024427,-0.2261536829,-0.7556054979,-0.3740485542,1.7325153349,-1.4173854442,-3.1186337598,3.4714610561,-0.7275079184,-0.7679221014,-2.9590322442,-0.1153594635,0
-0.4135869272,-1.1574854518,-0.0726927189,-1.0750643941,-1.3857635487,-0.4785067418,0.5459166371,-0.7525943763,0.2514623238,0.3845673745,0.0554527362,-1.1048000026,2
0.0900096443,-0.154658902,1.741666655,0.3545110033,0.1585803164,-0.0445087766,0.4365989606,-0.3733187515,-0.7249977755,-0.696054164,-0.1908888867,0.3203994819,2
2.2802733581,1.0655895215,0.8559528532,0.5782344433,1.7264744043,-1.8980353284,-1.7498459132,1.5540432117,1.1676724433,1.3341720208,-1.5295349687,0.7987658166,0
2.1741941978,0.8563189517,0.5690847552,2.5717491622,1.219998895,-0.0402204268,0.8075451809,-0.5943496164,2.3117824218,2.1665270489,0.9640842622,2.4464263926,0
-1.1440745155,-1.2831351949,-1.0146852631,-0.2343186087,-0.4981894129,1.0298844977,0.6539641626,-0.6026575732,-0.5361056643,-0.409155526,0.3378970269,-0.2816747772,2
-0.1159511342,0.1642589347,0.6577661362,0.8986420088,0.264119792,1.1644338844,0.7909488318,-0.5910733167,-0.6402947379,-0.5421333495,0.7386492138,0.8255299657,2
-0.3980834752,-0.623028198,-0.4839854485,-1.070526234,-1.2976765252,0.2655601079,0.2393605809,-0.6099821647,0.3810435703,0.5008654942,0.4612175255,-1.0929639219,1
-0.111408593,-0.170933186,-0.6167893352,-0.9839123386,-1.1274148595,0.5842005844,0.4509468367,-0.4707667638,-0.2304504133,-0.3535616655,-0.1701629609,-1.0128739411,2
-0.2349861719,-0.5997208253,0.536949066,0.5076506762,0.0502410165,0.749955681,0.5816822751,-0.5927108448,0.2956062131,0.5796871228,0.7668370284,0.461739664,2
2.6397466337,2.0466747805,0.9222130315,3.1030761491,2.4271490176,-0.0187913181,-0.4181715257,0.2555890026,1.987198272,2.2294468764,-0.0995326515,3.2404348457,0
0.4409933989,0.6313924685,0.0128945305,1.4283032564,1.7703876753,1.2123823801,-0.1879187537,0.6550585067,-0.4663567131,-0.3014031287,-0.1528827195,1.4673151209,1
0.3592644919,-0.7946022001,-1.0282687697,-1.0959568577,-1.32292825,-0.7835282528,0.5596897685,-0.6254640668,-0.7093184628,-0.7478718928,0.6829418199,-1.1278957935,1
-0.7301260239,-0.8215763627,-1.3511683766,-0.6029280384,-0.2604853528,-1.1084360284,-0.2980005184,0.2200521015,-0.3251830402,-0.1531426358,-1.5362761551,-0.5925388233,0
-0.3044583348,0.4743053468,0.1060848091,-0.152838998,-0.1385913675,-0.6364300663,0.2600569078,-0.2033927335,-0.3627734893,-0.2255205166,0.7571888456,-0.1704948579,2
-0.4155546498,-1.3411193128,-0.0722847099,-1.157953727,-1.4647644186,-0.8998423456,0.5511587884,-0.738936367,-0.1203721344,-0.0398615426,0.27837558,-1.1868324583,2
-1.027653498,-0.9573331811,-1.3349955193,-0.7456638669,-0.407417096,-0.9999118242,-0.0747463013,0.3201480505,-0.0601748352,-0.1530374827,-0.0450283239,-0.750760687,2
0.210109112,0.647725954,0.1077705869,-0.7323240868,-1.0685630221,0.4888235015,0.7919721205,-0.7827883404,-0.2831218784,-0.3565488062,0.5979692089,-0.7773344396,2
0.9996958269,0.5959860075,-0.2957465662,1.6165628493,1.2133501567,0.5988499887,0.0188377732,-0.1413990475,0.6802167344,0.9581355539,0.7665202989,1.6347857697,0
-1.4512265535,-1.1354053973,-0.6060655305,-0.3907658612,-0.5635412703,1.5198427215,0.2481002134,-0.5106379022,-1.1238628153,-1.3199292942,0.6736413798,-0.4078306341,2
-1.0134563913,-0.5871128675,-0.2950383035,0.1088695661,-0.3781861674,1.7050120579,0.7882928666,-0.7469754592,-1.3870701549,-1.7225529869,0.6167873757,0.0476396008,2
0.7802470332,1.1587339582,0.5059197085,1.924312403,1.3809606835,1.2874532924,0.5350502819,-0.1093314068,-0.5064450592,-0.3624828359,0.7508212309,1.8667221528,1
0.4179558326,-0.0346182693,0.4996464084,0.8651127675,0.5283097712,0.3590393744,0.4163062052,-0.3489175476,0.7420304165,1.0110305992,0.5914013042,0.8311680017,0
0.6850919404,0.7104604406,0.8837750435,0.1720691912,1.4657469063,-1.0453554965,-2.126787101,1.8199970595,0.6153708741,0.6035902916,-1.9926114011,0.3750492101,1
-0.3851162771,-0.8284528014,-2.1817873498,-0.7911767656,-0.5063842006,-1.7646288794,0.4172231298,0.2583700578,0.5924088995,0.8009996104,1.3025466344,-0.8186605221,0
0.9284162304,0.932774537,0.25485914,1.7385945895,1.9663753963,1.1062770869,-0.0186658319,0.6330258819,-0.4323616691,-0.2662946561,-0.824871364,1.7768534424,0
-0.5332712022,-1.2993582518,-0.0861615887,0.0153684122,-0.1645737647,0.2233130365,0.6144399484,-0.4349518584,1.1976897645,1.3968190803,0.9705301829,-0.0239190589,0
0.0813737391,1.1121198093,0.6142212349,-0.5612531255,-0.8779111237,0.2344945424,0.799771238,-0.7266408626,0.5986936384,0.6529646356,0.258279297,-0.6097468414,2
0.1980359032,-1.0026246002,-0.039782531,-1.0315070679,-1.2913733917,-0.6883353572,0.4708294301,-0.6911033796,0.0551031279,0.0802619381,-0.0140592862,-1.0618479956,2
-0.7456932812,-1.1512421087,-0.416054765,0.0325871487,0.0101091612,0.8417067373,0.1988953364,-0.2188583962,0.1083780049,0.3828660521,0.562315511,0.0213478782,2
0.5032462083,1.3070133764,0.8109229481,-0.4982160342,0.1544118035,-0.7663668216,-1.1013184034,0.6415491543,-0.1642301624,-0.0698163332,-0.2550069561,-0.4252760168,1
2.1701482957,2.4493498822,2.0574219598,3.5217874528,1.9022610347,0.7841792621,0.5347943419,-0.4815318758,-0.1417080581,0.0963966368,0.3462381314,3.4499214501,0
-1.184360383,-0.5480184727,-0.4339126283,-0.6577270387,-0.1361366557,-0.2917628817,-0.4135452368,0.5869924201,-0.6339691551,-0.6984345015,-0.4808214902,-0.6425958964,2
-1.0562177778,-0.7724671092,-0.9861591995,-0.7036220077,-0.690189147,-0.7537345505,0.4818874031,-0.237181476,-0.7387093924,-0.8465790608,-0.4937932087,-0.7322884262,1
-0.3650233681,0.2094089634,0.809278664,-0.0300466363,-0.1895936706,-0.3283964143,0.6549650662,-0.4034968409,0.1654804358,0.2835027352,0.0344577334,-0.0759459303,2
-1.9425127472,-0.4249602725,-2.0721149408,-1.2198779393,-0.9800884363,-0.7469555702,-0.8806020015,0.385804362,0.8984712148,0.9927244806,-0.5118420094,-1.2071756525,0
0.3257148696,-0.1004054896,0.2422398102,0.923428856,0.3890007502,0.5148824922,0.5732952276,-0.5071337962,0.7213798085,0.9899476476,1.3750776219,0.8682896759,0
0.2605810393,0.3702416694,0.7617902234,1.1757300213,0.7216193072,1.1416379378,0.4229744006,-0.353331485,-0.3670958187,-0.1851580071,0.6418455545,1.1411902435,1
-1.1901320587,-1.3472896642,-1.8157120195,-0.9455410133,-0.921620116,-1.0933050734,0.5826974455,-0.193284926,-0.7195208264,-0.7463358865,0.8384535418,-0.977127049,2
-0.6140602363,-1.211900017,-0.4563646896,0.0728067879,-0.3079737519,0.4075882276,0.8011436353,-0.6139356497,1.1416688919,1.364624065,1.1846915885,0.0106856046,0
2.1257344393,2.2468389728,0.8730022331,3.2166649656,1.6521739627,0.6141726703,0.5906141379,-0.5462621858,0.2357748638,0.5167725181,0.5227770679,3.1461765196,0
0.4521798315,0.3597525482,0.6709600331,0.2152455394,0.5483019084,-0.9266211965,-0.6995996212,0.2449987561,-0.1659648546,0.0448198417,0.2235158424,0.2825240194,1
0.8267394591,-0.7277785701,-1.0958068103,-0.650194617,1.0892952686,-2.0870679743,-3.7782734777,3.6826614848,0.6072522383,0.6778956342,-3.1684547036,-0.4360891285,0
-0.8632766729,-0.982171018,-0.8798268347,0.0170472989,-0.4188520977,1.0713974772,0.7568182791,-0.725652721,-0.2123318824,0.0119823195,0.6648899491,-0.046286348,2
-1.988946867,-1.2910565496,-1.9600093496,-1.1209118846,-1.1113730834,-0.3373965015,-0.9379765682,-0.1447924005,-0.4546312008,-0.3713651646,-2.5696884568,-1.0936062415,0
1.3328281798,1.6424677688,0.8471811636,-0.4334104921,0.6514824758,-1.0960294228,-3.3885039775,1.8060031545,1.1576947673,1.3147980193,-1.9839909634,-0.2080278698,0
-0.3632985738,-1.0028735944,-0.6912062158,0.2534044958,-0.1093048477,0.4688902245,0.7170502881,-0.545576723,0.8044458021,1.0683203143,0.8895681965,0.1941759937,2
0.0703439382,0.2742253009,0.0516721129,-0.0728807052,-0.018327295,-0.8957936672,0.5936107001,-0.1408542282,-0.7194878815,-0.6978130929,0.7043557395,-0.1129006777,2
0.4100728769,0.7641782097,-1.4460389063,-0.9728152029,-1.1616054402,0.7509233545,0.562910537,-0.5576785571,-0.2471763401,-0.2770729093,0.9111923933,-1.0031585235,0
-1.3937648348,-1.153811632,-0.3126639129,-0.3526091253,-0.5290863982,1.5892190257,0.3353248831,-0.4899122418,-1.2600109502,-1.5172805159,0.6986563982,-0.3748357677,1
-0.6981275347,0.0986240989,0.5737163734,-0.2460034049,-0.3504725141,-0.0259625066,0.6868946653,-0.3871595616,-0.3685606181,-0.2008440189,0.3025514686,-0.3003817567,2
-0.7069944198,-1.5638836974,-0.8951490985,-0.1445067191,1.5543796565,0.3358140795,-2.7328696865,2.561691709,1.1937777649,1.3997744773,-0.8551079487,0.1206526077,2
-0.0538035605,-0.1075030574,1.041116287,0.1185229608,1.5796906685,-0.4183693178,-1.8735164937,2.1015751273,-0.2099305634,-0.0939286251,-1.0166520856,0.3060231556,2
0.4990745356,1.0234113428,0.0476726216,1.6569685632,0.787581188,1.3953697623,0.81030596,-0.6623818942,-0.8387140475,-0.8236931403,1.0787219162,1.5657203622,1
-0.5219340231,-0.3980445343,0.5297999214,-0.0933542767,-0.2485521778,-0.0864019003,0.585372027,-0.4065120782,-0.6775053602,-0.8021228864,0.4874584339,-0.1382802555,2
-1.2479530861,-1.3570946868,-1.6331766416,-0.9931266248,-0.9854366778,-0.9922052204,0.7122515381,-0.1980918908,-0.5986585322,-0.5667058905,0.1782663401,-1.0302674311,1
0.9426796221,0.946768186,1.186717737,-0.51604391,-0.7061484614,-0.4066147859,0.5602324391,-0.5720141358,0.058782553,0.1181529511,0.2213863564,-0.5526174714,2
1.5831932484,-0.5973248949,-0.4775864933,0.1861174501,0.7418065012,-2.1979750164,-0.3908111018,0.6289041254,2.2028725269,1.7784627504,-0.8171508702,0.2220747758,0
-0.7207482427,-0.8429437241,-1.1737431294,-0.591295862,-0.4254498056,-1.0687268502,0.3172946315,-0.0059736311,-0.3073868712,-0.1890298936,0.0044475234,-0.6142122496,1
0.8048950789,1.3273174118,0.9872448594,2.1765583029,1.2005147187,1.3067733496,0.3744093491,-0.405265708,-0.6068267892,-0.5058281368,0.7022793357,2.146014613,1
1.4671951944,1.5672789886,-0.4787446632,2.6683164077,1.0412411968,1.1776900453,0.8802427196,-0.6942011549,-0.3571504389,-0.1636498361,0.7135843918,2.5397654172,1
0.402094987,0.2936080255,0.2643376313,-0.7983528957,-0.9196760443,-0.7739065856,0.2306710306,-0.4766757332,-0.6362777181,-0.7589774666,1.0595424454,-0.818826101,2
0.1100018539,0.66552991,1.1437002553,0.2344130391,0.6148436507,-0.3249255016,-0.1886121214,0.3526588694,-0.1193422308,-0.0051085382,-0.9832294997,0.2591189925,1
-0.1829736451,0.5260486736,0.5626340492,0.9777627388,0.3832246917,1.7984902476,0.6649919355,-0.5950321892,-1.5928876547,-2.1315363769,0.3755646324,0.9123772092,1
-0.2037379988,0.4586389259,0.4287610173,0.9441779356,1.4369504511,1.7147895882,-0.3503697515,0.6693620754,-1.3852427955,-1.7235656123,-0.448234046,1.0007347783,1
0.0462349037,0.7860725424,1.2002170481,0.2331960918,0.2949712736,-0.2656017873,0.3061213408,-0.0280414905,-0.9423330127,-1.0395618964,-0.1244726055,0.213678515,2
0.0338747393,-0.0495946116,0.480990659,-0.8293462785,-1.1321540547,-0.0456768807,0.7529068086,-0.7652542248,-0.5683575177,-0.5001674946,0.4322473816,-0.8697265742,2
0.6041589963,-0.194866698,0.0744755775,1.196918933,0.4853929948,0.3543908778,0.8214690483,-0.5764118513,1.0895524542,1.300730479,1.2023134015,1.0973562271,0
-1.0317821769,-0.7840287734,-0.3018994829,0.0759846939,-0.3727171054,1.6192193369,0.7840993704,-0.7285005415,-1.0996305568,-1.22019768,0.5494803727,0.0134009371,2
1.7336155469,1.8705866352,2.0160568259,0.0605867423,-0.372246762,0.3805389313,0.7985942339,-0.742490154,0.0027577352,0.2016839635,0.286945615,0.0016345915,2
0.1872653494,-0.736321013,-0.1524221802,-1.0437229928,-1.3615650306,-0.7791941602,0.6432391779,-0.7710181612,-0.2972613417,-0.2414714188,0.0853477376,-1.0779660557,2
-1.1213250631,-0.5199838976,-1.6387709475,-1.2029830577,-1.1434916233,-0.141740011,-0.9943423128,-0.0425829495,-0.6540665501,-0.5939264753,-0.0102892215,-1.1863867527,0
-0.4276656822,-0.7677682266,-1.1039139513,-1.1698119966,-1.4299061178,0.6309869713,0.4912304548,-0.6370673775,0.3280367569,0.1090198553,0.3073854014,-1.1951240074,2
-0.6257934695,-0.7741768149,-0.4605516057,-0.9749850549,-1.2697878891,-1.0339230859,0.6357287616,-0.7343870604,-0.4430837081,-0.4930261906,0.1983883656,-1.0083102452,2
-0.3343560269,0.608218896,-0.2882357129,-0.8416959148,-0.4873242457,0.4709244546,-1.52210425,0.4623880387,-0.5017911264,-0.584930284,-1.3379761793,-0.7746430865,0
-0.4937818254,0.2127789927,0.2509871358,-0.1701910431,0.1081390595,-0.3821534822,-0.3454292592,0.2045988618,0.1196031579,0.1473109014,-0.4373061338,-0.146240937,1
1.2798344148,0.4707017695,0.0535023015,0.2102274848,0.520588512,-1.6334034035,-0.2354270002,0.2245767258,0.4944170787,0.6049882388,-0.5491390282,0.2376832999,0
-1.1088198725,-0.4047796173,0.0987482235,-0.4218925837,-0.4530277074,0.2140500792,0.216299583,-0.319998586,-1.0963207544,-1.2252290552,-0.8285270151,-0.4409740866,2
0.247869351,-0.649356147,0.2459650865,-0.9940690127,-1.2654961822,-0.2005330769,0.7065903977,-0.7035907458,-0.7355046616,-0.8352496541,0.5196707713,-1.0313019564,2
-0.0047551177,0.4779163876,0.696922231,-0.6815085437,-0.9945616603,0.6879708893,0.7696054584,-0.736712852,-0.244079492,-0.1807704473,0.264233996,-0.7261305651,2
-0.8137460009,-0.9963652991,-1.4987226588,-0.8322626934,-0.6591428983,-1.0024123072,0.1155158158,0.0502800971,0.0653345584,0.1133357562,-0.193952493,-0.8452601975,2
-0.6993164699,-0.4838895659,-2.3383098336,-0.9022942152,-0.6009990986,-1.9370386004,0.502558194,0.2638292413,-0.6494918914,-0.5643679866,1.482641222,-0.9310330705,0
-0.6471001531,0.2226034577,0.6803223135,-0.1422700774,-0.3678108594,0.0254755167,0.6904835558,-0.5501672316,0.5952467032,0.8094556526,0.6539820378,-0.2004751542,2
-1.3992303383,-1.5631912339,-1.2690998418,-0.550675908,-0.6873892225,0.9653488486,0.4916023823,-0.5298725318,-0.4766920416,-0.328563127,0.738712652,-0.5827341025,0
0.4238675917,-0.3811081069,-0.3969839315,-0.9941348149,-1.2489335301,-0.6494038274,0.6229842597,-0.6569658274,-0.4459993428,-0.3350083187,0.689838429,-1.0289547924,1
-0.3800158563,-0.5386906951,-0.3928530061,-0.3912208627,-0.483625023,-0.9534240604,0.7023172819,-0.3953683622,-0.4621295451,-0.4706451309,0.6809729348,-0.438991796,1
0.9963011343,0.6635974135,0.7707467751,-0.6345732402,-0.7504790355,-0.663136625,0.2407986937,-0.459396968,0.7430972195,0.6499162956,-0.2645795607,-0.6538353099,1
-0.206018989,-0.3934583537,-0.0789799042,-0.946551429,-1.2156658596,-0.3612412632,0.5636397498,-0.7066096694,-0.0025708047,0.1018409985,0.0665931091,-0.9763865116,1
0.4355058059,0.6874271536,0.732054575,-0.6273342981,-0.6642379653,-0.1987625097,-0.3296017816,-0.3364586288,-0.338491481,-0.325454754,-1.2740470788,-0.6146957233,0
-1.5482692011,-1.4931893853,-0.5195406274,-0.4556413863,-0.7617843012,1.4293263325,0.7767863108,-0.7090181666,-1.0131805329,-1.0981578704,0.5977602929,-0.5046337188,2
2.2610445684,-0.1708652978,-0.2295405846,0.583487239,1.4672324108,-2.2496298611,0.2294821015,1.0763523149,2.1430842259,1.7735622668,1.4547541788,0.5690631542,0
-0.7153586315,-0.920417919,-0.8081351439,-1.1061329734,-0.7004997742,0.0282347052,-3.0390216321,0.6020347557,-0.6875117632,-0.6632637665,-2.9783309274,-0.9545352569,0
-1.1131758997,-0.6251458547,-0.4892728231,0.0097544805,-0.3815405111,1.8247715234,0.6166047844,-0.6715474783,-1.5479201518,-1.990890776,0.2511555564,-0.0406037717,1
1.382847448,-0.2176341052,-0.1952169962,0.1010003114,0.5033224338,-1.8704783226,-0.3256648183,0.333519912,0.1602731339,0.2421183152,0.7294846635,0.1331736779,0
-1.1440104506,-0.4930348005,-0.4329219185,-0.7944191542,-0.5549862936,-0.1741658099,-0.4470840655,0.1637981556,-0.5370717113,-0.5894898206,-0.5319672057,-0.7776887146,1
-0.4094303183,-0.4159950758,-0.1908423153,0.4707306628,0.032218017,1.0487435704,0.5196884181,-0.5076611017,-0.3686968439,-0.1762460022,1.2560367304,0.4270159398,1
1.1820100588,1.1386457104,0.6768925117,-0.4099536563,-0.3710861771,-1.0521745425,0.2343464843,-0.1893075081,1.4175198638,1.3581398881,-0.5742095722,-0.4261697945,1
-0.806012539,-0.8753337794,-0.3025801155,-0.4477380361,-0.4356064198,-0.3516254559,0.6157617566,-0.259431531,-0.264940924,-0.1435760677,0.5586778752,-0.4883228528,1
0.1848814041,2.1595498377,0.1445895023,-0.5179515418,-0.6097489167,0.4033746282,0.0661383858,-0.4142455911,0.5074625465,0.7231640387,0.0693384944,-0.523766033,0
-0.1648975237,-0.0742458092,0.0283363096,-0.882878625,-0.9818956433,-0.2821848148,0.1050679418,-0.4369046138,0.4661862542,0.4621547124,-0.0087927382,-0.8985578217,2
-0.5499076396,-0.6485545549,-0.8505280463,0.3445147535,0.0121122022,1.0821936628,0.5520375968,-0.4935531158,-0.3701750597,-0.1754389165,0.9916464913,0.2994577499,0
-0.8887417971,-1.1413419999,-1.7802128274,-1.3221021776,-1.4925309244,-0.4461013816,-0.3399698086,-0.3866163812,0.0023050039,0.0863641181,-0.7809871405,-1.3266586698,0
0.1936369396,0.324245105,0.2804249419,-0.0192187988,2.5070205696,-0.9226412862,-3.1697816982,5.2887201754,-0.3352975938,-0.1537024308,-2.4238550568,0.2675192176,1
